Country Name,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
United Kingdom,"Percentage of students in tertiary education enrolled in Science programmes, both sexes (%)",UIS.FOSEP.56.F400,, 17.42 , 16.36 , 13.45 , 14.46 , 14.19 , 13.67 , 13.39 , 12.91 , 12.94 , 13.33 , 13.48 
United Kingdom,"Percentage of students in tertiary education enrolled in Services programmes, both sexes (%)",UIS.FOSEP.56.F800,, 1.10 , 0.97 ,, 0.62 , 0.63 , 0.68 , 3.13 , 1.63 , 1.68 , 1.69 , 1.74 
United Kingdom,"Percentage of students in tertiary education enrolled in Social Sciences, Business and Law programmes, both sexes (%)",UIS.FOSEP.56.F300,, 24.13 , 23.59 , 25.14 , 27.07 , 26.86 , 26.99 , 26.93 , 26.55 , 26.90 , 27.56 , 27.76 
United Kingdom,Percentage of students in tertiary education who are female (%),SE.TER.ENRL.FE.ZS, 53.94 , 54.54 , 55.24 , 55.90 , 57.04 , 57.20 , 57.32 , 57.24 , 57.22 , 56.97 , 56.56 , 56.35 
United Kingdom,Percentage of students in tertiary ISCED 5 programmes who are female (%),UIS.FEP.5.B, 57.70 , 58.18 , 59.78 , 60.78 , 66.72 , 66.49 , 66.38 , 66.03 , 65.35 , 64.79 , 64.43 , 64.00 
United Kingdom,Percentage of students in tertiary ISCED 8 programmes who are female (%),UIS.FEP.8, 40.83 , 41.91 , 42.81 , 42.99 , 43.90 , 44.27 , 44.61 , 45.23 , 46.39 , 46.51 , 47.06 , 47.09 
United Kingdom,"Percentage of students in upper secondary education enrolled in general programmes, both sexes (%)",UIS.GTVP.3.GPV, 64.99 , 65.55 , 64.04 , 66.62 , 61.35 , 60.56 , 68.23 , 67.92 , 76.39 , 77.47 , 76.21 , 82.84 
United Kingdom,"Percentage of students in upper secondary education enrolled in vocational programmes, both sexes (%)",UIS.GTVP.3.V, 35.01 , 34.45 , 35.96 , 33.38 , 38.65 , 39.44 , 31.77 , 32.08 , 23.61 , 22.53 , 23.79 , 17.16 
United Kingdom,Percentage of students in upper secondary education who are female (%),UIS.FEP.3, 49.43 , 49.21 , 49.31 , 50.06 , 49.84 , 49.80 , 49.63 , 49.46 , 50.15 , 50.06 , 49.74 , 50.03 
United Kingdom,Percentage of students in upper secondary general education who are female (%),UIS.FEP.3.GPV, 49.76 , 49.61 , 49.61 , 49.74 , 50.15 , 50.16 , 50.08 , 50.14 , 50.68 , 50.68 , 50.50 , 50.55 
United Kingdom,Percentage of students in upper secondary vocational education who are female (%),UIS.FEP.3.V, 48.82 , 48.45 , 48.77 , 50.69 , 49.36 , 49.23 , 48.66 , 48.02 , 48.44 , 47.92 , 47.31 , 47.54 
United Kingdom,Percentage of teachers in lower secondary education who are female (%),UIS.FTP.2, 58.81 , 59.37 , 59.18 , 59.39 , 60.20 , 60.85 , 61.14 , 61.56 , 61.98 ,,,
United Kingdom,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS, 95.25 , 97.17 , 96.69 , 97.03 , 96.89 , 97.20 , 97.09 , 96.68 , 94.51 , 92.41 , 95.00 , 95.00 
United Kingdom,Percentage of teachers in primary education who are female (%),SE.PRM.TCHR.FE.ZS, 81.11 , 81.84 , 81.79 , 81.39 , 81.46 , 81.61 , 81.34 , 81.28 , 81.44 , 80.76 , 86.98 , 86.98 
United Kingdom,Percentage of teachers in secondary education who are female (%),SE.SEC.TCHR.FE.ZS, 58.75 , 59.20 , 59.16 , 59.47 , 60.18 , 60.82 , 60.91 , 61.72 , 62.24 ,,,
United Kingdom,Percentage of teachers in tertiary education who are female (%),SE.TER.TCHR.FE.ZS, 33.14 , 33.88 , 35.02 , 36.23 , 38.46 , 39.94 , 40.79 , 41.40 , 41.69 , 42.57 , 43.23 , 43.51 
United Kingdom,Percentage of teachers in upper secondary education who are female (%),UIS.FTP.3, 58.70 , 59.09 , 59.15 , 59.52 , 60.16 , 60.80 , 60.76 , 61.82 , 62.41 ,,,
United Kingdom,Personal computers (per 100 people),IT.CMP.PCMP.P2, 34.25 , 37.17 , 40.34 , 43.76 , 59.83 , 75.73 , 80.17 ,,,,,
United Kingdom,PISA: 15-year-olds by mathematics proficiency level (%). Below Level 1,LO.PISA.MAT.0,,,, 5.23 ,,, 5.91 ,,, 6.23 ,,
United Kingdom,PISA: 15-year-olds by mathematics proficiency level (%). Level 1,LO.PISA.MAT.1,,,, 12.54 ,,, 13.84 ,,, 13.95 ,,
United Kingdom,PISA: 15-year-olds by mathematics proficiency level (%). Level 2,LO.PISA.MAT.2,,,, 21.21 ,,, 24.72 ,,, 24.88 ,,
United Kingdom,PISA: 15-year-olds by mathematics proficiency level (%). Level 3,LO.PISA.MAT.3,,,, 25.57 ,,, 26.33 ,,, 27.20 ,,
United Kingdom,PISA: 15-year-olds by mathematics proficiency level (%). Level 4,LO.PISA.MAT.4,,,, 20.60 ,,, 18.08 ,,, 17.89 ,,
United Kingdom,PISA: 15-year-olds by mathematics proficiency level (%). Level 5,LO.PISA.MAT.5,,,, 11.00 ,,, 8.67 ,,, 8.09 ,,
United Kingdom,PISA: 15-year-olds by mathematics proficiency level (%). Level 6,LO.PISA.MAT.6,,,, 3.85 ,,, 2.45 ,,, 1.76 ,,
United Kingdom,PISA: 15-year-olds by reading proficiency level (%). Below Level 1B,LO.PISA.REA.0,,,,,,,,,, 0.97 ,,
United Kingdom,PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,,,,,,, 12.24 ,,, 13.36 ,,
United Kingdom,PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,,,,,,,,,, 4.11 ,,
United Kingdom,PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,,,,,,, 22.73 ,,, 24.89 ,,
United Kingdom,PISA: 15-year-olds by reading proficiency level (%). Level 3,LO.PISA.REA.3,,,,,,, 28.70 ,,, 28.81 ,,
United Kingdom,PISA: 15-year-olds by reading proficiency level (%). Level 4,LO.PISA.REA.4,,,,,,, 20.50 ,,, 19.83 ,,
United Kingdom,PISA: 15-year-olds by reading proficiency level (%). Level 5,LO.PISA.REA.5,,,,,,, 7.67 ,,, 7.04 ,,
United Kingdom,PISA: 15-year-olds by reading proficiency level (%). Level 6,LO.PISA.REA.6,,,,,,, 1.38 ,,, 1.00 ,,
United Kingdom,PISA: 15-year-olds by science proficiency level (%). Below Level 1B,LO.PISA.SCI.0,,,,,,, 1.00 ,,, 1.00 ,,
United Kingdom,PISA: 15-year-olds by science proficiency level (%). Level 1A,LO.PISA.SCI.1A,,,,,,, 11.92 ,,, 11.19 ,,
United Kingdom,PISA: 15-year-olds by science proficiency level (%). Level 1B,LO.PISA.SCI.1B,,,,,,, 4.00 ,,, 3.00 ,,
United Kingdom,PISA: 15-year-olds by science proficiency level (%). Level 2,LO.PISA.SCI.2,,,,,,, 21.79 ,,, 22.67 ,,
United Kingdom,PISA: 15-year-olds by science proficiency level (%). Level 3,LO.PISA.SCI.3,,,,,,, 25.92 ,,, 28.76 ,,
United Kingdom,PISA: 15-year-olds by science proficiency level (%). Level 4,LO.PISA.SCI.4,,,,,,, 21.81 ,,, 22.18 ,,
United Kingdom,PISA: 15-year-olds by science proficiency level (%). Level 5,LO.PISA.SCI.5,,,,,,, 10.86 ,,, 9.49 ,,
United Kingdom,PISA: 15-year-olds by science proficiency level (%). Level 6,LO.PISA.SCI.6,,,,,,, 2.89 ,,, 1.88 ,,
United Kingdom,PISA: Distribution of Mathematics Scores: 10th Percentile Score,LO.PISA.MAT.P10, 412.00 ,,, 387.77 ,,, 381.22 ,,, 380.27 ,,
United Kingdom,PISA: Distribution of Mathematics Scores: 25th Percentile Score,LO.PISA.MAT.P25, 470.00 ,,, 444.10 ,,, 434.48 ,,, 433.84 ,,
United Kingdom,PISA: Distribution of Mathematics Scores: 50th Percentile Score,LO.PISA.MAT.P50, 529.00 ,,, 508.26 ,,, 495.44 ,,, 492.41 ,,
United Kingdom,PISA: Distribution of Mathematics Scores: 5th Percentile Score,LO.PISA.MAT.P05, 374.00 ,,, 356.08 ,,, 351.17 ,,, 348.08 ,,
United Kingdom,PISA: Distribution of Mathematics Scores: 75th Percentile Score,LO.PISA.MAT.P75, 592.00 ,,, 572.60 ,,, 556.51 ,,, 551.96 ,,
United Kingdom,PISA: Distribution of Mathematics Scores: 90th Percentile Score,LO.PISA.MAT.P90, 646.00 ,,, 628.66 ,,, 612.08 ,,, 606.07 ,,
United Kingdom,PISA: Distribution of Mathematics Scores: 95th Percentile Score,LO.PISA.MAT.P95, 676.00 ,,, 659.34 ,,, 642.96 ,,, 634.72 ,,
United Kingdom,PISA: Distribution of Reading Scores: 10th Percentile Score,LO.PISA.REA.P10, 391.00 ,,, 382.14 ,,, 358.83 ,,, 370.09 ,,
United Kingdom,PISA: Distribution of Reading Scores: 25th Percentile Score,LO.PISA.REA.P25, 458.00 ,,, 445.47 ,,, 430.66 ,,, 429.89 ,,
United Kingdom,PISA: Distribution of Reading Scores: 50th Percentile Score,LO.PISA.REA.P50, 523.00 ,,, 507.01 ,,, 495.08 ,,, 494.18 ,,
United Kingdom,PISA: Distribution of Reading Scores: 5th Percentile Score,LO.PISA.REA.P05, 352.00 ,,, 343.47 ,,, 317.73 ,,, 333.77 ,,
United Kingdom,PISA: Distribution of Reading Scores: 75th Percentile Score,LO.PISA.REA.P75, 595.00 ,,, 573.58 ,,, 565.82 ,,, 561.05 ,,
United Kingdom,PISA: Distribution of Reading Scores: 90th Percentile Score,LO.PISA.REA.P90, 651.00 ,,, 624.90 ,,, 620.72 ,,, 616.14 ,,
United Kingdom,PISA: Distribution of Reading Scores: 95th Percentile Score,LO.PISA.REA.P95, 682.00 ,,, 653.55 ,,, 652.82 ,,, 645.68 ,,
United Kingdom,PISA: Distribution of Science Scores: 10th Percentile Score,LO.PISA.SCI.P10, 401.00 ,,, 383.25 ,,, 375.62 ,,, 384.65 ,,
United Kingdom,PISA: Distribution of Science Scores: 25th Percentile Score,LO.PISA.SCI.P25, 466.00 ,,, 446.74 ,,, 440.86 ,,, 446.70 ,,
United Kingdom,PISA: Distribution of Science Scores: 50th Percentile Score,LO.PISA.SCI.P50, 532.00 ,,, 518.40 ,,, 514.77 ,,, 513.71 ,,
United Kingdom,PISA: Distribution of Science Scores: 5th Percentile Score,LO.PISA.SCI.P05, 366.00 ,,, 344.94 ,,, 337.09 ,,, 348.40 ,,
United Kingdom,PISA: Distribution of Science Scores: 75th Percentile Score,LO.PISA.SCI.P75, 602.00 ,,, 591.50 ,,, 590.44 ,,, 582.82 ,,
United Kingdom,PISA: Distribution of Science Scores: 90th Percentile Score,LO.PISA.SCI.P90, 656.00 ,,, 650.56 ,,, 651.93 ,,, 640.41 ,,
United Kingdom,PISA: Distribution of Science Scores: 95th Percentile Score,LO.PISA.SCI.P95, 687.00 ,,, 682.52 ,,, 685.44 ,,, 672.25 ,,
United Kingdom,PISA: Mean performance on the mathematics scale,LO.PISA.MAT, 529.00 ,,, 508.26 ,,, 495.44 ,,, 492.41 ,,
United Kingdom,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE, 526.00 ,,, 505.14 ,,, 487.17 ,,, 482.36 ,,
United Kingdom,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA, 534.00 ,,, 511.80 ,,, 503.87 ,,, 502.85 ,,
United Kingdom,PISA: Mean performance on the reading scale,LO.PISA.REA, 523.00 ,,, 507.01 ,,, 495.08 ,,, 494.18 ,,
United Kingdom,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE, 537.00 ,,, 520.37 ,,, 509.53 ,,, 506.51 ,,
United Kingdom,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA, 512.00 ,,, 491.82 ,,, 480.37 ,,, 481.38 ,,
United Kingdom,PISA: Mean performance on the science scale,LO.PISA.SCI, 532.00 ,,, 518.40 ,,, 514.77 ,,, 513.71 ,,
United Kingdom,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE, 531.00 ,,, 516.80 ,,, 509.79 ,,, 509.08 ,,
United Kingdom,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA, 535.00 ,,, 520.23 ,,, 519.85 ,,, 518.52 ,,
United Kingdom,Population growth (annual %),SP.POP.GROW, 0.36 , 0.38 , 0.42 , 0.47 , 0.57 , 0.69 , 0.74 , 0.78 , 0.79 , 0.76 , 0.78 , 0.78 
United Kingdom,"Population of compulsory school age, both sexes (number)",UIS.SAP.CE," 8,389,591.00 "," 8,407,390.00 "," 8,417,654.00 "," 8,389,055.00 "," 8,329,069.00 "," 8,250,379.00 "," 8,166,397.00 "," 8,145,791.00 "," 8,105,810.00 "," 8,050,471.00 "," 7,988,054.00 "," 7,928,482.00 "
United Kingdom,"Population of compulsory school age, female (number)",UIS.SAP.CE.F," 4,095,920.00 "," 4,100,997.00 "," 4,103,678.00 "," 4,087,374.00 "," 4,056,466.00 "," 4,017,726.00 "," 3,977,833.00 "," 3,974,718.00 "," 3,959,462.00 "," 3,933,990.00 "," 3,902,756.00 "," 3,871,822.00 "
United Kingdom,"Population of compulsory school age, male (number)",UIS.SAP.CE.M," 4,293,671.00 "," 4,306,393.00 "," 4,313,976.00 "," 4,301,681.00 "," 4,272,603.00 "," 4,232,653.00 "," 4,188,564.00 "," 4,171,073.00 "," 4,146,348.00 "," 4,116,481.00 "," 4,085,298.00 "," 4,056,660.00 "
United Kingdom,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN," 2,295,447.00 "," 2,321,353.00 "," 2,336,604.00 "," 2,337,072.00 "," 2,329,869.00 "," 2,317,795.00 "," 2,298,933.00 "," 2,294,314.00 "," 2,280,936.00 "," 2,263,085.00 "," 2,242,476.00 "," 2,215,996.00 "
United Kingdom,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN," 1,120,860.00 "," 1,132,086.00 "," 1,138,294.00 "," 1,137,527.00 "," 1,133,434.00 "," 1,127,386.00 "," 1,118,441.00 "," 1,119,577.00 "," 1,114,841.00 "," 1,106,191.00 "," 1,094,906.00 "," 1,080,219.00 "
United Kingdom,"Population of the official age for lower secondary education, male (number)",SP.SEC.LTOT.MA.IN," 1,174,587.00 "," 1,189,267.00 "," 1,198,310.00 "," 1,199,545.00 "," 1,196,435.00 "," 1,190,409.00 "," 1,180,492.00 "," 1,174,737.00 "," 1,166,095.00 "," 1,156,894.00 "," 1,147,570.00 "," 1,135,777.00 "
United Kingdom,"Population of the official age for post-secondary non-tertiary education, both sexes (number)",UIS.SAP.4," 702,047.00 "," 713,280.00 "," 736,035.00 "," 755,989.00 "," 771,262.00 "," 784,133.00 "," 793,951.00 "," 807,010.00 "," 816,397.00 "," 822,392.00 ",,
United Kingdom,"Population of the official age for post-secondary non-tertiary education, female (number)",UIS.SAP.4.F," 346,587.00 "," 351,106.00 "," 361,298.00 "," 370,302.00 "," 377,010.00 "," 382,301.00 "," 385,894.00 "," 392,675.00 "," 398,182.00 "," 402,541.00 ",,
United Kingdom,"Population of the official age for post-secondary non-tertiary education, male (number)",UIS.SAP.4.M," 355,460.00 "," 362,174.00 "," 374,737.00 "," 385,687.00 "," 394,252.00 "," 401,832.00 "," 408,057.00 "," 414,335.00 "," 418,215.00 "," 419,851.00 ",,
United Kingdom,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN," 1,481,526.00 "," 1,461,395.00 "," 1,434,368.00 "," 1,408,120.00 "," 1,386,392.00 "," 1,377,024.00 "," 1,374,288.00 "," 1,372,527.00 "," 1,375,871.00 "," 1,388,288.00 "," 1,424,334.00 "," 1,459,791.00 "
United Kingdom,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN," 722,809.00 "," 712,885.00 "," 699,909.00 "," 687,267.00 "," 676,816.00 "," 672,435.00 "," 671,343.00 "," 670,067.00 "," 671,441.00 "," 677,530.00 "," 696,000.00 "," 713,693.00 "
United Kingdom,"Population of the official age for pre-primary education, male (number)",SP.PRE.TOTL.MA.IN," 758,717.00 "," 748,510.00 "," 734,459.00 "," 720,853.00 "," 709,576.00 "," 704,589.00 "," 702,945.00 "," 702,460.00 "," 704,430.00 "," 710,758.00 "," 728,334.00 "," 746,098.00 "
United Kingdom,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN," 4,613,812.00 "," 4,585,143.00 "," 4,545,653.00 "," 4,492,288.00 "," 4,428,662.00 "," 4,361,483.00 "," 4,300,495.00 "," 4,273,531.00 "," 4,241,820.00 "," 4,207,727.00 "," 4,177,092.00 "," 4,159,551.00 "
United Kingdom,"Population of the official age for primary education, female (number)",SP.PRM.TOTL.FE.IN," 2,250,762.00 "," 2,235,445.00 "," 2,216,137.00 "," 2,190,197.00 "," 2,159,443.00 "," 2,127,280.00 "," 2,098,616.00 "," 2,086,148.00 "," 2,070,265.00 "," 2,053,062.00 "," 2,038,099.00 "," 2,030,321.00 "
United Kingdom,"Population of the official age for primary education, male (number)",SP.PRM.TOTL.MA.IN," 2,363,050.00 "," 2,349,698.00 "," 2,329,516.00 "," 2,302,091.00 "," 2,269,219.00 "," 2,234,203.00 "," 2,201,879.00 "," 2,187,383.00 "," 2,171,555.00 "," 2,154,665.00 "," 2,138,993.00 "," 2,129,230.00 "
United Kingdom,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN," 5,213,925.00 "," 5,281,251.00 "," 5,371,033.00 "," 5,428,790.00 "," 5,459,665.00 "," 5,466,397.00 "," 5,450,755.00 "," 5,474,232.00 "," 5,477,854.00 "," 5,464,484.00 "," 5,434,493.00 "," 5,385,484.00 "
United Kingdom,"Population of the official age for secondary education, female (number)",SP.SEC.TOTL.FE.IN," 2,551,399.00 "," 2,580,514.00 "," 2,621,106.00 "," 2,645,591.00 "," 2,656,926.00 "," 2,657,262.00 "," 2,648,123.00 "," 2,668,074.00 "," 2,677,290.00 "," 2,675,829.00 "," 2,663,199.00 "," 2,638,065.00 "
United Kingdom,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN," 2,662,526.00 "," 2,700,737.00 "," 2,749,927.00 "," 2,783,199.00 "," 2,802,739.00 "," 2,809,135.00 "," 2,802,632.00 "," 2,806,158.00 "," 2,800,564.00 "," 2,788,655.00 "," 2,771,294.00 "," 2,747,419.00 "
United Kingdom,"Population of the official age for tertiary education, both sexes (number)",SP.TER.TOTL.IN," 3,458,626.00 "," 3,485,742.00 "," 3,579,271.00 "," 3,684,921.00 "," 3,785,901.00 "," 3,877,123.00 "," 3,951,026.00 "," 4,028,533.00 "," 4,095,885.00 "," 4,153,190.00 "," 4,197,265.00 "," 4,225,219.00 "
United Kingdom,"Population of the official age for tertiary education, female (number)",SP.TER.TOTL.FE.IN," 1,720,012.00 "," 1,730,684.00 "," 1,771,079.00 "," 1,817,199.00 "," 1,861,146.00 "," 1,900,267.00 "," 1,930,730.00 "," 1,969,999.00 "," 2,004,477.00 "," 2,034,937.00 "," 2,060,122.00 "," 2,079,167.00 "
United Kingdom,"Population of the official age for tertiary education, male (number)",SP.TER.TOTL.MA.IN," 1,738,614.00 "," 1,755,058.00 "," 1,808,192.00 "," 1,867,722.00 "," 1,924,755.00 "," 1,976,856.00 "," 2,020,296.00 "," 2,058,534.00 "," 2,091,408.00 "," 2,118,253.00 "," 2,137,143.00 "," 2,146,052.00 "
United Kingdom,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO," 776,496.00 "," 775,793.00 "," 774,281.00 "," 770,908.00 "," 764,930.00 "," 755,697.00 "," 743,763.00 "," 739,176.00 "," 734,095.00 "," 727,606.00 "," 718,379.00 "," 706,625.00 "
United Kingdom,"Population of the official age for the last grade of primary education, female (number)",SP.PRM.GRAD.FE," 378,840.00 "," 378,130.00 "," 377,214.00 "," 375,471.00 "," 372,545.00 "," 368,084.00 "," 362,365.00 "," 360,704.00 "," 358,261.00 "," 354,798.00 "," 350,092.00 "," 344,423.00 "
United Kingdom,"Population of the official age for the last grade of primary education, male (number)",SP.PRM.GRAD.MA," 397,656.00 "," 397,663.00 "," 397,067.00 "," 395,437.00 "," 392,385.00 "," 387,613.00 "," 381,398.00 "," 378,472.00 "," 375,834.00 "," 372,808.00 "," 368,287.00 "," 362,202.00 "
United Kingdom,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN," 2,918,478.00 "," 2,959,898.00 "," 3,034,429.00 "," 3,091,718.00 "," 3,129,796.00 "," 3,148,602.00 "," 3,151,822.00 "," 3,179,918.00 "," 3,196,918.00 "," 3,201,399.00 "," 3,192,017.00 "," 3,169,488.00 "
United Kingdom,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN," 1,430,539.00 "," 1,448,428.00 "," 1,482,812.00 "," 1,508,064.00 "," 1,523,492.00 "," 1,529,876.00 "," 1,529,682.00 "," 1,548,497.00 "," 1,562,449.00 "," 1,569,638.00 "," 1,568,293.00 "," 1,557,846.00 "
United Kingdom,"Population of the official age for upper secondary education, male (number)",SP.SEC.UTOT.MA.IN," 1,487,939.00 "," 1,511,470.00 "," 1,551,617.00 "," 1,583,654.00 "," 1,606,304.00 "," 1,618,726.00 "," 1,622,140.00 "," 1,631,421.00 "," 1,634,469.00 "," 1,631,761.00 "," 1,623,724.00 "," 1,611,642.00 "
United Kingdom,"Population of the official entrance age to primary education, both sexes (number)",UIS.SAP.1.G1," 755,883.00 "," 747,189.00 "," 735,328.00 "," 722,349.00 "," 709,794.00 "," 699,499.00 "," 693,516.00 "," 689,671.00 "," 686,508.00 "," 685,570.00 "," 688,784.00 "," 698,327.00 "
United Kingdom,"Population of the official entrance age to primary education, female (number)",UIS.SAP.1.G1.F," 368,726.00 "," 364,439.00 "," 358,748.00 "," 352,502.00 "," 346,476.00 "," 341,588.00 "," 338,857.00 "," 336,847.00 "," 335,181.00 "," 334,688.00 "," 336,368.00 "," 341,333.00 "
United Kingdom,"Population of the official entrance age to primary education, male (number)",UIS.SAP.1.G1.M," 387,157.00 "," 382,750.00 "," 376,580.00 "," 369,847.00 "," 363,318.00 "," 357,911.00 "," 354,659.00 "," 352,824.00 "," 351,327.00 "," 350,882.00 "," 352,416.00 "," 356,994.00 "
United Kingdom,"Population of the official entrance age to secondary general education, both sexes (number)",UIS.SAP.23.GPV.G1," 773,883.00 "," 777,903.00 "," 777,488.00 "," 775,459.00 "," 771,933.00 "," 765,883.00 "," 756,412.00 "," 751,927.00 "," 746,578.00 "," 740,883.00 "," 733,444.00 "," 722,585.00 "
United Kingdom,"Population of the official entrance age to secondary general education, female (number)",UIS.SAP.23.GPV.G1.F," 377,666.00 "," 379,205.00 "," 378,721.00 "," 377,530.00 "," 375,725.00 "," 372,810.00 "," 368,293.00 "," 366,921.00 "," 364,625.00 "," 361,616.00 "," 357,493.00 "," 351,920.00 "
United Kingdom,"Population of the official entrance age to secondary general education, male (number)",UIS.SAP.23.GPV.G1.M," 396,217.00 "," 398,698.00 "," 398,767.00 "," 397,929.00 "," 396,208.00 "," 393,073.00 "," 388,119.00 "," 385,006.00 "," 381,953.00 "," 379,267.00 "," 375,951.00 "," 370,665.00 "
United Kingdom,"Population, age 0, female",SP.POP.AG00.FE.UN," 331,805.00 "," 330,582.00 "," 331,081.00 "," 333,192.00 "," 336,664.00 "," 341,212.00 "," 347,061.00 "," 354,024.00 "," 360,895.00 "," 366,084.00 "," 368,531.00 "," 367,578.00 "
United Kingdom,"Population, age 0, male",SP.POP.AG00.MA.UN," 348,740.00 "," 347,550.00 "," 348,167.00 "," 350,469.00 "," 354,192.00 "," 359,025.00 "," 365,212.00 "," 372,555.00 "," 379,783.00 "," 385,224.00 "," 387,763.00 "," 386,705.00 "
United Kingdom,"Population, age 0, total",SP.POP.AG00.TO.UN," 680,545.00 "," 678,132.00 "," 679,248.00 "," 683,661.00 "," 690,856.00 "," 700,237.00 "," 712,273.00 "," 726,579.00 "," 740,678.00 "," 751,308.00 "," 756,294.00 "," 754,283.00 "
United Kingdom,"Population, age 1, female",SP.POP.AG01.FE.UN," 339,406.00 "," 336,383.00 "," 334,481.00 "," 333,845.00 "," 334,591.00 "," 336,723.00 "," 340,451.00 "," 345,583.00 "," 351,220.00 "," 356,147.00 "," 359,517.00 "," 360,914.00 "
United Kingdom,"Population, age 1, male",SP.POP.AG01.MA.UN," 356,643.00 "," 353,494.00 "," 351,471.00 "," 350,750.00 "," 351,484.00 "," 353,702.00 "," 357,633.00 "," 363,067.00 "," 369,046.00 "," 374,274.00 "," 377,844.00 "," 379,316.00 "
United Kingdom,"Population, age 1, total",SP.POP.AG01.TO.UN," 696,049.00 "," 689,877.00 "," 685,952.00 "," 684,595.00 "," 686,075.00 "," 690,425.00 "," 698,084.00 "," 708,650.00 "," 720,266.00 "," 730,421.00 "," 737,361.00 "," 740,230.00 "
United Kingdom,"Population, age 10, female",SP.POP.AG10.FE.UN," 376,360.00 "," 375,245.00 "," 373,157.00 "," 370,192.00 "," 366,481.00 "," 362,180.00 "," 357,298.00 "," 352,009.00 "," 346,834.00 "," 342,439.00 "," 339,299.00 "," 337,592.00 "
United Kingdom,"Population, age 10, male",SP.POP.AG10.MA.UN," 395,171.00 "," 394,488.00 "," 392,709.00 "," 389,920.00 "," 386,243.00 "," 381,837.00 "," 376,697.00 "," 371,007.00 "," 365,368.00 "," 360,542.00 "," 357,081.00 "," 355,189.00 "
United Kingdom,"Population, age 10, total",SP.POP.AG10.TO.UN," 771,531.00 "," 769,733.00 "," 765,866.00 "," 760,112.00 "," 752,724.00 "," 744,017.00 "," 733,995.00 "," 723,016.00 "," 712,202.00 "," 702,981.00 "," 696,380.00 "," 692,781.00 "
United Kingdom,"Population, age 11, female",SP.POP.AG11.FE.UN," 377,306.00 "," 377,420.00 "," 376,673.00 "," 374,989.00 "," 372,266.00 "," 368,498.00 "," 363,665.00 "," 358,000.00 "," 352,063.00 "," 346,583.00 "," 342,119.00 "," 338,797.00 "
United Kingdom,"Population, age 11, male",SP.POP.AG11.MA.UN," 395,879.00 "," 396,594.00 "," 396,364.00 "," 395,070.00 "," 392,563.00 "," 388,809.00 "," 383,762.00 "," 377,677.00 "," 371,203.00 "," 365,196.00 "," 360,308.00 "," 356,690.00 "
United Kingdom,"Population, age 11, total",SP.POP.AG11.TO.UN," 773,185.00 "," 774,014.00 "," 773,037.00 "," 770,059.00 "," 764,829.00 "," 757,307.00 "," 747,427.00 "," 735,677.00 "," 723,266.00 "," 711,779.00 "," 702,427.00 "," 695,487.00 "
United Kingdom,"Population, age 12, female",SP.POP.AG12.FE.UN," 376,792.00 "," 378,236.00 "," 378,895.00 "," 378,566.00 "," 376,981.00 "," 374,016.00 "," 369,622.00 "," 364,051.00 "," 357,861.00 "," 351,799.00 "," 346,455.00 "," 341,923.00 "
United Kingdom,"Population, age 12, male",SP.POP.AG12.MA.UN," 394,888.00 "," 397,107.00 "," 398,506.00 "," 398,805.00 "," 397,650.00 "," 394,863.00 "," 390,354.00 "," 384,408.00 "," 377,680.00 "," 371,057.00 "," 365,234.00 "," 360,329.00 "
United Kingdom,"Population, age 12, total",SP.POP.AG12.TO.UN," 771,680.00 "," 775,343.00 "," 777,401.00 "," 777,371.00 "," 774,631.00 "," 768,879.00 "," 759,976.00 "," 748,459.00 "," 735,541.00 "," 722,856.00 "," 711,689.00 "," 702,252.00 "
United Kingdom,"Population, age 13, female",SP.POP.AG13.FE.UN," 374,371.00 "," 377,236.00 "," 379,314.00 "," 380,341.00 "," 380,007.00 "," 378,147.00 "," 374,682.00 "," 369,830.00 "," 364,098.00 "," 358,185.00 "," 352,655.00 "," 347,586.00 "
