Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
United Kingdom,GBR,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 1,LO.PISA.MAT.1.FE,,,, 12.88 ,,, 15.05 ,,, 15.59 ,,, 15.43 ,,, 14.80 ,
United Kingdom,GBR,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 2,LO.PISA.MAT.2.FE,,,, 22.72 ,,, 26.73 ,,, 26.90 ,,, 24.20 ,,, 23.33 ,
United Kingdom,GBR,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 3,LO.PISA.MAT.3.FE,,,, 25.38 ,,, 27.21 ,,, 27.42 ,,, 24.31 ,,, 26.56 ,
United Kingdom,GBR,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 4,LO.PISA.MAT.4.FE,,,, 19.92 ,,, 16.48 ,,, 15.83 ,,, 17.36 ,,, 18.15 ,
United Kingdom,GBR,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 5,LO.PISA.MAT.5.FE,,,, 10.49 ,,, 6.86 ,,, 6.01 ,,, 7.68 ,,, 7.08 ,
United Kingdom,GBR,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 6,LO.PISA.MAT.6.FE,,,, 3.41 ,,, 1.51 ,,, 1.09 ,,, 2.61 ,,, 1.68 ,
United Kingdom,GBR,PISA: Female 15-year-olds by reading proficiency level (%). Below Level 1B,LO.PISA.REA.0.FE,,,,,,,,,, 0.51 ,,, 0.98 ,,, 0.52 ,
United Kingdom,GBR,PISA: Female 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A.FE,,,,,,, 10.08 ,,, 10.79 ,,, 9.68 ,,, 11.23 ,
United Kingdom,GBR,PISA: Female 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B.FE,,,,,,,,,, 2.67 ,,, 2.87 ,,, 3.06 ,
United Kingdom,GBR,PISA: Female 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2.FE,,,,,,, 22.33 ,,, 24.01 ,,, 21.76 ,,, 22.67 ,
United Kingdom,GBR,PISA: Female 15-year-olds by reading proficiency level (%). Level 3,LO.PISA.REA.3.FE,,,,,,, 30.28 ,,, 30.57 ,,, 30.94 ,,, 29.14 ,
United Kingdom,GBR,PISA: Female 15-year-olds by reading proficiency level (%). Level 4,LO.PISA.REA.4.FE,,,,,,, 22.77 ,,, 22.37 ,,, 22.62 ,,, 22.39 ,
United Kingdom,GBR,PISA: Female 15-year-olds by reading proficiency level (%). Level 5,LO.PISA.REA.5.FE,,,,,,, 8.91 ,,, 7.98 ,,, 9.31 ,,, 9.20 ,
United Kingdom,GBR,PISA: Female 15-year-olds by reading proficiency level (%). Level 6,LO.PISA.REA.6.FE,,,,,,, 1.67 ,,, 1.10 ,,, 1.83 ,,, 1.78 ,
United Kingdom,GBR,PISA: Female 15-year-olds by science proficiency level (%). Below Level 1B,LO.PISA.SCI.0.FE,,,,,,, 1.00 ,,, -   ,,, 1.00 ,,, 0.36 ,
United Kingdom,GBR,PISA: Female 15-year-olds by science proficiency level (%). Level 1A,LO.PISA.SCI.1A.FE,,,,,,, 12.43 ,,, 11.78 ,,, 11.28 ,,, 13.77 ,
United Kingdom,GBR,PISA: Female 15-year-olds by science proficiency level (%). Level 1B,LO.PISA.SCI.1B.FE,,,,,,, 4.00 ,,, 3.00 ,,, 4.00 ,,, 3.20 ,
United Kingdom,GBR,PISA: Female 15-year-olds by science proficiency level (%). Level 2,LO.PISA.SCI.2.FE,,,,,,, 23.03 ,,, 23.49 ,,, 23.47 ,,, 22.10 ,
United Kingdom,GBR,PISA: Female 15-year-olds by science proficiency level (%). Level 3,LO.PISA.SCI.3.FE,,,,,,, 27.67 ,,, 29.87 ,,, 29.25 ,,, 28.52 ,
United Kingdom,GBR,PISA: Female 15-year-olds by science proficiency level (%). Level 4,LO.PISA.SCI.4.FE,,,,,,, 21.08 ,,, 21.47 ,,, 21.50 ,,, 21.84 ,
United Kingdom,GBR,PISA: Female 15-year-olds by science proficiency level (%). Level 5,LO.PISA.SCI.5.FE,,,,,,, 9.44 ,,, 8.37 ,,, 8.28 ,,, 8.65 ,
United Kingdom,GBR,PISA: Female 15-year-olds by science proficiency level (%). Level 6,LO.PISA.SCI.6.FE,,,,,,, 2.07 ,,, 1.36 ,,, 1.54 ,,, 1.55 ,
United Kingdom,GBR,PISA: Male 15-year-olds by mathematics proficiency level (%). Below Level 1,LO.PISA.MAT.0.MA,,,, 5.26 ,,, 5.66 ,,, 5.28 ,,, 7.22 ,,, 7.11 ,
United Kingdom,GBR,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 1,LO.PISA.MAT.1.MA,,,, 12.15 ,,, 12.61 ,,, 12.25 ,,, 12.49 ,,, 13.47 ,
United Kingdom,GBR,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 2,LO.PISA.MAT.2.MA,,,, 19.49 ,,, 22.67 ,,, 22.78 ,,, 22.17 ,,, 22.03 ,
United Kingdom,GBR,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 3,LO.PISA.MAT.3.MA,,,, 25.79 ,,, 25.44 ,,, 26.98 ,,, 25.25 ,,, 25.48 ,
United Kingdom,GBR,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 4,LO.PISA.MAT.4.MA,,,, 21.37 ,,, 19.70 ,,, 20.01 ,,, 19.44 ,,, 19.45 ,
United Kingdom,GBR,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 5,LO.PISA.MAT.5.MA,,,, 11.58 ,,, 10.51 ,,, 10.25 ,,, 10.28 ,,, 9.47 ,
United Kingdom,GBR,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 6,LO.PISA.MAT.6.MA,,,, 4.36 ,,, 3.41 ,,, 2.45 ,,, 3.15 ,,, 2.99 ,
United Kingdom,GBR,PISA: Male 15-year-olds by reading proficiency level (%). Below Level 1B,LO.PISA.REA.0.MA,,,,,,,,,, 1.45 ,,, 1.95 ,,, 1.12 ,
United Kingdom,GBR,PISA: Male 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A.MA,,,,,,, 14.43 ,,, 16.03 ,,, 12.74 ,,, 14.84 ,
United Kingdom,GBR,PISA: Male 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B.MA,,,,,,,,,, 5.60 ,,, 5.15 ,,, 4.89 ,
United Kingdom,GBR,PISA: Male 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2.MA,,,,,,, 23.14 ,,, 25.80 ,,, 25.22 ,,, 25.79 ,
United Kingdom,GBR,PISA: Male 15-year-olds by reading proficiency level (%). Level 3,LO.PISA.REA.3.MA,,,,,,, 27.08 ,,, 26.99 ,,, 28.75 ,,, 27.72 ,
United Kingdom,GBR,PISA: Male 15-year-olds by reading proficiency level (%). Level 4,LO.PISA.REA.4.MA,,,,,,, 18.20 ,,, 17.18 ,,, 19.87 ,,, 18.22 ,
United Kingdom,GBR,PISA: Male 15-year-olds by reading proficiency level (%). Level 5,LO.PISA.REA.5.MA,,,,,,, 6.42 ,,, 6.06 ,,, 5.64 ,,, 6.24 ,
United Kingdom,GBR,PISA: Male 15-year-olds by reading proficiency level (%). Level 6,LO.PISA.REA.6.MA,,,,,,, 1.08 ,,, 0.89 ,,, 0.68 ,,, 1.18 ,
United Kingdom,GBR,PISA: Male 15-year-olds by science proficiency level (%). Below Level 1B,LO.PISA.SCI.0.MA,,,,,,, 1.00 ,,, 1.00 ,,, 1.00 ,,, 0.40 ,
United Kingdom,GBR,PISA: Male 15-year-olds by science proficiency level (%). Level 1A,LO.PISA.SCI.1A.MA,,,,,,, 11.40 ,,, 10.57 ,,, 10.13 ,,, 13.47 ,
United Kingdom,GBR,PISA: Male 15-year-olds by science proficiency level (%). Level 1B,LO.PISA.SCI.1B.MA,,,,,,, 4.00 ,,, 3.00 ,,, 3.00 ,,, 3.61 ,
United Kingdom,GBR,PISA: Male 15-year-olds by science proficiency level (%). Level 2,LO.PISA.SCI.2.MA,,,,,,, 20.54 ,,, 21.81 ,,, 21.37 ,,, 23.02 ,
United Kingdom,GBR,PISA: Male 15-year-olds by science proficiency level (%). Level 3,LO.PISA.SCI.3.MA,,,,,,, 24.14 ,,, 27.61 ,,, 27.57 ,,, 26.57 ,
United Kingdom,GBR,PISA: Male 15-year-olds by science proficiency level (%). Level 4,LO.PISA.SCI.4.MA,,,,,,, 22.55 ,,, 22.91 ,,, 24.52 ,,, 21.41 ,
United Kingdom,GBR,PISA: Male 15-year-olds by science proficiency level (%). Level 5,LO.PISA.SCI.5.MA,,,,,,, 12.30 ,,, 10.66 ,,, 10.45 ,,, 9.49 ,
United Kingdom,GBR,PISA: Male 15-year-olds by science proficiency level (%). Level 6,LO.PISA.SCI.6.MA,,,,,,, 3.73 ,,, 2.43 ,,, 2.16 ,,, 2.03 ,
United Kingdom,GBR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT, 529.00 ,,, 508.26 ,,, 495.44 ,,, 492.41 ,,, 493.93 ,,, 492.48 ,
United Kingdom,GBR,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE, 526.00 ,,, 505.14 ,,, 487.17 ,,, 482.36 ,,, 487.81 ,,, 486.57 ,
United Kingdom,GBR,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA, 534.00 ,,, 511.80 ,,, 503.87 ,,, 502.85 ,,, 500.29 ,,, 498.20 ,
United Kingdom,GBR,PISA: Mean performance on the reading scale,LO.PISA.REA, 523.00 ,,, 507.01 ,,, 495.08 ,,, 494.18 ,,, 499.32 ,,, 497.97 ,
United Kingdom,GBR,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE, 537.00 ,,, 520.37 ,,, 509.53 ,,, 506.51 ,,, 511.53 ,,, 509.09 ,
United Kingdom,GBR,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA, 512.00 ,,, 491.82 ,,, 480.37 ,,, 481.38 ,,, 486.63 ,,, 487.20 ,
United Kingdom,GBR,PISA: Mean performance on the science scale,LO.PISA.SCI, 532.00 ,,, 518.40 ,,, 514.77 ,,, 513.71 ,,, 514.13 ,,, 509.22 ,
United Kingdom,GBR,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE, 531.00 ,,, 516.80 ,,, 509.79 ,,, 509.08 ,,, 507.88 ,,, 508.84 ,
United Kingdom,GBR,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA, 535.00 ,,, 520.23 ,,, 519.85 ,,, 518.52 ,,, 520.62 ,,, 509.59 ,
United Kingdom,GBR,Population growth (annual %),SP.POP.GROW, 0.36 , 0.38 , 0.42 , 0.47 , 0.57 , 0.69 , 0.74 , 0.78 , 0.79 , 0.76 , 0.78 , 0.78 , 0.70 , 0.67 , 0.75 , 0.79 , 0.78 
United Kingdom,GBR,"Population of compulsory school age, both sexes (number)",UIS.SAP.CE," 8,389,591.00 "," 8,407,390.00 "," 8,417,654.00 "," 8,389,055.00 "," 8,329,069.00 "," 8,250,379.00 "," 8,166,397.00 "," 8,145,791.00 "," 8,105,810.00 "," 8,050,471.00 "," 7,988,054.00 "," 7,928,482.00 "," 7,888,049.00 "," 7,897,392.00 "," 7,954,522.00 ",,
United Kingdom,GBR,"Population of compulsory school age, female (number)",UIS.SAP.CE.F," 4,095,920.00 "," 4,100,997.00 "," 4,103,678.00 "," 4,087,374.00 "," 4,056,466.00 "," 4,017,726.00 "," 3,977,833.00 "," 3,974,718.00 "," 3,959,462.00 "," 3,933,990.00 "," 3,902,756.00 "," 3,871,822.00 "," 3,851,321.00 "," 3,855,490.00 "," 3,883,534.00 ",,
United Kingdom,GBR,"Population of compulsory school age, male (number)",UIS.SAP.CE.M," 4,293,671.00 "," 4,306,393.00 "," 4,313,976.00 "," 4,301,681.00 "," 4,272,603.00 "," 4,232,653.00 "," 4,188,564.00 "," 4,171,073.00 "," 4,146,348.00 "," 4,116,481.00 "," 4,085,298.00 "," 4,056,660.00 "," 4,036,728.00 "," 4,041,902.00 "," 4,070,988.00 ",,
United Kingdom,GBR,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN," 2,295,447.00 "," 2,321,353.00 "," 2,336,604.00 "," 2,337,072.00 "," 2,329,869.00 "," 2,317,795.00 "," 2,298,933.00 "," 2,294,314.00 "," 2,280,936.00 "," 2,263,085.00 "," 2,242,476.00 "," 2,215,996.00 "," 2,176,903.00 "," 2,136,897.00 "," 2,095,487.00 "," 2,058,463.00 "," 2,047,260.00 "
United Kingdom,GBR,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN," 1,120,860.00 "," 1,132,086.00 "," 1,138,294.00 "," 1,137,527.00 "," 1,133,434.00 "," 1,127,386.00 "," 1,118,441.00 "," 1,119,577.00 "," 1,114,841.00 "," 1,106,191.00 "," 1,094,906.00 "," 1,080,219.00 "," 1,060,901.00 "," 1,041,874.00 "," 1,022,361.00 "," 1,004,885.00 "," 999,913.00 "
United Kingdom,GBR,"Population of the official age for lower secondary education, male (number)",SP.SEC.LTOT.MA.IN," 1,174,587.00 "," 1,189,267.00 "," 1,198,310.00 "," 1,199,545.00 "," 1,196,435.00 "," 1,190,409.00 "," 1,180,492.00 "," 1,174,737.00 "," 1,166,095.00 "," 1,156,894.00 "," 1,147,570.00 "," 1,135,777.00 "," 1,116,002.00 "," 1,095,023.00 "," 1,073,126.00 "," 1,053,578.00 "," 1,047,347.00 "
United Kingdom,GBR,"Population of the official age for post-secondary non-tertiary education, both sexes (number)",UIS.SAP.4," 702,047.00 "," 713,280.00 "," 736,035.00 "," 755,989.00 "," 771,262.00 "," 784,133.00 "," 793,951.00 "," 807,010.00 "," 816,397.00 "," 822,392.00 ",,,,,,,
United Kingdom,GBR,"Population of the official age for post-secondary non-tertiary education, female (number)",UIS.SAP.4.F," 346,587.00 "," 351,106.00 "," 361,298.00 "," 370,302.00 "," 377,010.00 "," 382,301.00 "," 385,894.00 "," 392,675.00 "," 398,182.00 "," 402,541.00 ",,,,,,,
United Kingdom,GBR,"Population of the official age for post-secondary non-tertiary education, male (number)",UIS.SAP.4.M," 355,460.00 "," 362,174.00 "," 374,737.00 "," 385,687.00 "," 394,252.00 "," 401,832.00 "," 408,057.00 "," 414,335.00 "," 418,215.00 "," 419,851.00 ",,,,,,,
United Kingdom,GBR,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN," 1,481,526.00 "," 1,461,395.00 "," 1,434,368.00 "," 1,408,120.00 "," 1,386,392.00 "," 1,377,024.00 "," 1,374,288.00 "," 1,372,527.00 "," 1,375,871.00 "," 1,388,288.00 "," 1,424,334.00 "," 1,459,791.00 "," 1,533,271.00 "," 1,611,840.00 "," 1,677,899.00 "," 1,671,706.00 "," 1,678,554.00 "
United Kingdom,GBR,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN," 722,809.00 "," 712,885.00 "," 699,909.00 "," 687,267.00 "," 676,816.00 "," 672,435.00 "," 671,343.00 "," 670,067.00 "," 671,441.00 "," 677,530.00 "," 696,000.00 "," 713,693.00 "," 749,483.00 "," 787,561.00 "," 819,461.00 "," 816,448.00 "," 819,688.00 "
United Kingdom,GBR,"Population of the official age for pre-primary education, male (number)",SP.PRE.TOTL.MA.IN," 758,717.00 "," 748,510.00 "," 734,459.00 "," 720,853.00 "," 709,576.00 "," 704,589.00 "," 702,945.00 "," 702,460.00 "," 704,430.00 "," 710,758.00 "," 728,334.00 "," 746,098.00 "," 783,788.00 "," 824,279.00 "," 858,438.00 "," 855,258.00 "," 858,866.00 "
United Kingdom,GBR,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN," 4,613,812.00 "," 4,585,143.00 "," 4,545,653.00 "," 4,492,288.00 "," 4,428,662.00 "," 4,361,483.00 "," 4,300,495.00 "," 4,273,531.00 "," 4,241,820.00 "," 4,207,727.00 "," 4,177,092.00 "," 4,159,551.00 "," 4,179,094.00 "," 4,250,616.00 "," 4,376,440.00 "," 4,539,962.00 "," 4,698,393.00 "
United Kingdom,GBR,"Population of the official age for primary education, female (number)",SP.PRM.TOTL.FE.IN," 2,250,762.00 "," 2,235,445.00 "," 2,216,137.00 "," 2,190,197.00 "," 2,159,443.00 "," 2,127,280.00 "," 2,098,616.00 "," 2,086,148.00 "," 2,070,265.00 "," 2,053,062.00 "," 2,038,099.00 "," 2,030,321.00 "," 2,041,201.00 "," 2,076,892.00 "," 2,138,571.00 "," 2,218,275.00 "," 2,295,476.00 "
United Kingdom,GBR,"Population of the official age for primary education, male (number)",SP.PRM.TOTL.MA.IN," 2,363,050.00 "," 2,349,698.00 "," 2,329,516.00 "," 2,302,091.00 "," 2,269,219.00 "," 2,234,203.00 "," 2,201,879.00 "," 2,187,383.00 "," 2,171,555.00 "," 2,154,665.00 "," 2,138,993.00 "," 2,129,230.00 "," 2,137,893.00 "," 2,173,724.00 "," 2,237,869.00 "," 2,321,687.00 "," 2,402,917.00 "
United Kingdom,GBR,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN," 5,213,925.00 "," 5,281,251.00 "," 5,371,033.00 "," 5,428,790.00 "," 5,459,665.00 "," 5,466,397.00 "," 5,450,755.00 "," 5,474,232.00 "," 5,477,854.00 "," 5,464,484.00 "," 5,434,493.00 "," 5,385,484.00 "," 5,305,951.00 "," 5,221,557.00 "," 5,130,213.00 "," 5,035,677.00 "," 4,959,070.00 "
United Kingdom,GBR,"Population of the official age for secondary education, female (number)",SP.SEC.TOTL.FE.IN," 2,551,399.00 "," 2,580,514.00 "," 2,621,106.00 "," 2,645,591.00 "," 2,656,926.00 "," 2,657,262.00 "," 2,648,123.00 "," 2,668,074.00 "," 2,677,290.00 "," 2,675,829.00 "," 2,663,199.00 "," 2,638,065.00 "," 2,595,532.00 "," 2,551,087.00 "," 2,504,312.00 "," 2,457,109.00 "," 2,419,837.00 "
United Kingdom,GBR,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN," 2,662,526.00 "," 2,700,737.00 "," 2,749,927.00 "," 2,783,199.00 "," 2,802,739.00 "," 2,809,135.00 "," 2,802,632.00 "," 2,806,158.00 "," 2,800,564.00 "," 2,788,655.00 "," 2,771,294.00 "," 2,747,419.00 "," 2,710,419.00 "," 2,670,470.00 "," 2,625,901.00 "," 2,578,568.00 "," 2,539,233.00 "
United Kingdom,GBR,"Population of the official age for tertiary education, both sexes (number)",SP.TER.TOTL.IN," 3,458,626.00 "," 3,485,742.00 "," 3,579,271.00 "," 3,684,921.00 "," 3,785,901.00 "," 3,877,123.00 "," 3,951,026.00 "," 4,028,533.00 "," 4,095,885.00 "," 4,153,190.00 "," 4,197,265.00 "," 4,225,219.00 "," 4,214,196.00 "," 4,195,874.00 "," 4,166,196.00 ",,
United Kingdom,GBR,"Population of the official age for tertiary education, female (number)",SP.TER.TOTL.FE.IN," 1,720,012.00 "," 1,730,684.00 "," 1,771,079.00 "," 1,817,199.00 "," 1,861,146.00 "," 1,900,267.00 "," 1,930,730.00 "," 1,969,999.00 "," 2,004,477.00 "," 2,034,937.00 "," 2,060,122.00 "," 2,079,167.00 "," 2,076,051.00 "," 2,068,467.00 "," 2,053,390.00 ",,
United Kingdom,GBR,"Population of the official age for tertiary education, male (number)",SP.TER.TOTL.MA.IN," 1,738,614.00 "," 1,755,058.00 "," 1,808,192.00 "," 1,867,722.00 "," 1,924,755.00 "," 1,976,856.00 "," 2,020,296.00 "," 2,058,534.00 "," 2,091,408.00 "," 2,118,253.00 "," 2,137,143.00 "," 2,146,052.00 "," 2,138,145.00 "," 2,127,407.00 "," 2,112,806.00 ",,
United Kingdom,GBR,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO," 776,496.00 "," 775,793.00 "," 774,281.00 "," 770,908.00 "," 764,930.00 "," 755,697.00 "," 743,763.00 "," 739,176.00 "," 734,095.00 "," 727,606.00 "," 718,379.00 "," 706,625.00 "," 695,572.00 "," 684,552.00 "," 679,489.00 "," 691,842.00 "," 723,038.00 "
United Kingdom,GBR,"Population of the official age for the last grade of primary education, female (number)",SP.PRM.GRAD.FE," 378,840.00 "," 378,130.00 "," 377,214.00 "," 375,471.00 "," 372,545.00 "," 368,084.00 "," 362,365.00 "," 360,704.00 "," 358,261.00 "," 354,798.00 "," 350,092.00 "," 344,423.00 "," 339,308.00 "," 334,153.00 "," 331,886.00 "," 338,013.00 "," 353,223.00 "
United Kingdom,GBR,"Population of the official age for the last grade of primary education, male (number)",SP.PRM.GRAD.MA," 397,656.00 "," 397,663.00 "," 397,067.00 "," 395,437.00 "," 392,385.00 "," 387,613.00 "," 381,398.00 "," 378,472.00 "," 375,834.00 "," 372,808.00 "," 368,287.00 "," 362,202.00 "," 356,264.00 "," 350,399.00 "," 347,603.00 "," 353,829.00 "," 369,815.00 "
United Kingdom,GBR,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN," 2,918,478.00 "," 2,959,898.00 "," 3,034,429.00 "," 3,091,718.00 "," 3,129,796.00 "," 3,148,602.00 "," 3,151,822.00 "," 3,179,918.00 "," 3,196,918.00 "," 3,201,399.00 "," 3,192,017.00 "," 3,169,488.00 "," 3,129,048.00 "," 3,084,660.00 "," 3,034,726.00 "," 2,977,214.00 "," 2,911,810.00 "
United Kingdom,GBR,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN," 1,430,539.00 "," 1,448,428.00 "," 1,482,812.00 "," 1,508,064.00 "," 1,523,492.00 "," 1,529,876.00 "," 1,529,682.00 "," 1,548,497.00 "," 1,562,449.00 "," 1,569,638.00 "," 1,568,293.00 "," 1,557,846.00 "," 1,534,631.00 "," 1,509,213.00 "," 1,481,951.00 "," 1,452,224.00 "," 1,419,924.00 "
United Kingdom,GBR,"Population of the official age for upper secondary education, male (number)",SP.SEC.UTOT.MA.IN," 1,487,939.00 "," 1,511,470.00 "," 1,551,617.00 "," 1,583,654.00 "," 1,606,304.00 "," 1,618,726.00 "," 1,622,140.00 "," 1,631,421.00 "," 1,634,469.00 "," 1,631,761.00 "," 1,623,724.00 "," 1,611,642.00 "," 1,594,417.00 "," 1,575,447.00 "," 1,552,775.00 "," 1,524,990.00 "," 1,491,886.00 "
United Kingdom,GBR,"Population of the official entrance age to primary education, both sexes (number)",UIS.SAP.1.G1," 755,883.00 "," 747,189.00 "," 735,328.00 "," 722,349.00 "," 709,794.00 "," 699,499.00 "," 693,516.00 "," 689,671.00 "," 686,508.00 "," 685,570.00 "," 688,784.00 "," 698,327.00 "," 723,138.00 "," 756,315.00 "," 791,740.00 "," 820,831.00 "," 833,061.00 "
United Kingdom,GBR,"Population of the official entrance age to primary education, female (number)",UIS.SAP.1.G1.F," 368,726.00 "," 364,439.00 "," 358,748.00 "," 352,502.00 "," 346,476.00 "," 341,588.00 "," 338,857.00 "," 336,847.00 "," 335,181.00 "," 334,688.00 "," 336,368.00 "," 341,333.00 "," 353,544.00 "," 369,719.00 "," 386,916.00 "," 401,015.00 "," 406,969.00 "
United Kingdom,GBR,"Population of the official entrance age to primary education, male (number)",UIS.SAP.1.G1.M," 387,157.00 "," 382,750.00 "," 376,580.00 "," 369,847.00 "," 363,318.00 "," 357,911.00 "," 354,659.00 "," 352,824.00 "," 351,327.00 "," 350,882.00 "," 352,416.00 "," 356,994.00 "," 369,594.00 "," 386,596.00 "," 404,824.00 "," 419,816.00 "," 426,092.00 "
United Kingdom,GBR,"Population of the official entrance age to secondary general education, both sexes (number)",UIS.SAP.23.GPV.G1," 773,883.00 "," 777,903.00 "," 777,488.00 "," 775,459.00 "," 771,933.00 "," 765,883.00 "," 756,412.00 "," 751,927.00 "," 746,578.00 "," 740,883.00 "," 733,444.00 "," 722,585.00 "," 708,785.00 "," 696,864.00 "," 683,425.00 "," 677,502.00 "," 692,174.00 "
United Kingdom,GBR,"Population of the official entrance age to secondary general education, female (number)",UIS.SAP.23.GPV.G1.F," 377,666.00 "," 379,205.00 "," 378,721.00 "," 377,530.00 "," 375,725.00 "," 372,810.00 "," 368,293.00 "," 366,921.00 "," 364,625.00 "," 361,616.00 "," 357,493.00 "," 351,920.00 "," 345,558.00 "," 339,977.00 "," 333,621.00 "," 330,923.00 "," 338,164.00 "
United Kingdom,GBR,"Population of the official entrance age to secondary general education, male (number)",UIS.SAP.23.GPV.G1.M," 396,217.00 "," 398,698.00 "," 398,767.00 "," 397,929.00 "," 396,208.00 "," 393,073.00 "," 388,119.00 "," 385,006.00 "," 381,953.00 "," 379,267.00 "," 375,951.00 "," 370,665.00 "," 363,227.00 "," 356,887.00 "," 349,804.00 "," 346,579.00 "," 354,010.00 "
United Kingdom,GBR,"Population, age 0, female",SP.POP.AG00.FE.UN," 331,805.00 "," 330,582.00 "," 331,081.00 "," 333,192.00 "," 336,664.00 "," 341,212.00 "," 347,061.00 "," 354,024.00 "," 360,895.00 "," 366,084.00 "," 368,531.00 "," 367,578.00 "," 363,727.00 "," 358,503.00 ",," 352,068.00 ",
United Kingdom,GBR,"Population, age 0, male",SP.POP.AG00.MA.UN," 348,740.00 "," 347,550.00 "," 348,167.00 "," 350,469.00 "," 354,192.00 "," 359,025.00 "," 365,212.00 "," 372,555.00 "," 379,783.00 "," 385,224.00 "," 387,763.00 "," 386,705.00 "," 382,580.00 "," 377,009.00 "," 372,320.00 "," 370,149.00 ",
United Kingdom,GBR,"Population, age 0, total",SP.POP.AG00.TO.UN," 680,545.00 "," 678,132.00 "," 679,248.00 "," 683,661.00 "," 690,856.00 "," 700,237.00 "," 712,273.00 "," 726,579.00 "," 740,678.00 "," 751,308.00 "," 756,294.00 "," 754,283.00 "," 746,307.00 "," 735,512.00 ",," 722,217.00 ",
United Kingdom,GBR,"Population, age 1, female",SP.POP.AG01.FE.UN," 339,406.00 "," 336,383.00 "," 334,481.00 "," 333,845.00 "," 334,591.00 "," 336,723.00 "," 340,451.00 "," 345,583.00 "," 351,220.00 "," 356,147.00 "," 359,517.00 "," 360,914.00 "," 360,627.00 "," 359,371.00 ",," 357,958.00 ",
United Kingdom,GBR,"Population, age 1, male",SP.POP.AG01.MA.UN," 356,643.00 "," 353,494.00 "," 351,471.00 "," 350,750.00 "," 351,484.00 "," 353,702.00 "," 357,633.00 "," 363,067.00 "," 369,046.00 "," 374,274.00 "," 377,844.00 "," 379,316.00 "," 378,999.00 "," 377,655.00 "," 376,431.00 "," 376,141.00 ",
United Kingdom,GBR,"Population, age 1, total",SP.POP.AG01.TO.UN," 696,049.00 "," 689,877.00 "," 685,952.00 "," 684,595.00 "," 686,075.00 "," 690,425.00 "," 698,084.00 "," 708,650.00 "," 720,266.00 "," 730,421.00 "," 737,361.00 "," 740,230.00 "," 739,626.00 "," 737,026.00 ",," 734,099.00 ",
United Kingdom,GBR,"Population, age 10, female",SP.POP.AG10.FE.UN," 376,360.00 "," 375,245.00 "," 373,157.00 "," 370,192.00 "," 366,481.00 "," 362,180.00 "," 357,298.00 "," 352,009.00 "," 346,834.00 "," 342,439.00 "," 339,299.00 "," 337,592.00 "," 337,214.00 "," 338,002.00 ",," 341,933.00 ",
United Kingdom,GBR,"Population, age 10, male",SP.POP.AG10.MA.UN," 395,171.00 "," 394,488.00 "," 392,709.00 "," 389,920.00 "," 386,243.00 "," 381,837.00 "," 376,697.00 "," 371,007.00 "," 365,368.00 "," 360,542.00 "," 357,081.00 "," 355,189.00 "," 354,743.00 "," 355,565.00 "," 357,321.00 "," 359,727.00 ",
